#lambda  transmission
      2.66667  4.86157e-10
      2.66684  4.96873e-10
      2.66702  4.77432e-10
      2.66720  4.65690e-10
      2.66738  4.86136e-10
      2.66756  4.98179e-10
      2.66773  4.68971e-10
      2.66791  4.44373e-10
      2.66809  4.24652e-10
      2.66827  3.72302e-10
      2.66845  2.96679e-10
      2.66862  2.24699e-10
      2.66880  1.80051e-10
      2.66898  1.54777e-10
      2.66916  1.49450e-10
      2.66934  1.96356e-10
      2.66951  2.64425e-10
      2.66969  3.02725e-10
      2.66987  3.44217e-10
      2.67005  4.10078e-10
      2.67023  4.84076e-10
      2.67041  5.57878e-10
      2.67058  6.33896e-10
      2.67076  7.17925e-10
      2.67094  8.08621e-10
      2.67112  9.00186e-10
      2.67130  9.45730e-10
      2.67148  9.34993e-10
      2.67165  9.25212e-10
      2.67183  9.13817e-10
      2.67201  8.83183e-10
      2.67219  8.40965e-10
      2.67237  7.68671e-10
      2.67255  6.53610e-10
      2.67272  5.66859e-10
      2.67290  5.51023e-10
      2.67308  5.89232e-10
      2.67326  6.09859e-10
      2.67344  5.72235e-10
      2.67362  5.50805e-10
      2.67380  5.43290e-10
      2.67398  5.05075e-10
      2.67415  4.51306e-10
      2.67433  3.87600e-10
      2.67451  3.00595e-10
      2.67469  2.25914e-10
      2.67487  1.92816e-10
      2.67505  2.08776e-10
      2.67523  2.35219e-10
      2.67541  2.29009e-10
      2.67559  2.44520e-10
      2.67576  2.95906e-10
      2.67594  3.17174e-10
      2.67612  3.12289e-10
      2.67630  3.18404e-10
      2.67648  3.71234e-10
      2.67666  4.61807e-10
      2.67684  5.43856e-10
      2.67702  5.88442e-10
      2.67720  5.98494e-10
      2.67738  5.93576e-10
      2.67756  5.69926e-10
      2.67773  5.24034e-10
      2.67791  4.72822e-10
      2.67809  4.13290e-10
      2.67827  3.56776e-10
      2.67845  3.36213e-10
      2.67863  3.46839e-10
      2.67881  3.51728e-10
      2.67899  3.63030e-10
      2.67917  4.07950e-10
      2.67935  4.48547e-10
      2.67953  4.50099e-10
      2.67971  4.41992e-10
      2.67989  4.31131e-10
      2.68007  4.13518e-10
      2.68025  3.94474e-10
      2.68043  3.81232e-10
      2.68061  3.68316e-10
      2.68079  3.39518e-10
      2.68097  3.19637e-10
      2.68114  3.47062e-10
      2.68132  4.03925e-10
      2.68150  4.75834e-10
      2.68168  5.67220e-10
      2.68186  6.18960e-10
      2.68204  5.95378e-10
      2.68222  5.84566e-10
      2.68240  5.74031e-10
      2.68258  5.11921e-10
      2.68276  4.55154e-10
      2.68294  4.06442e-10
      2.68312  3.23377e-10
      2.68330  2.53277e-10
      2.68348  2.25218e-10
      2.68366  2.11459e-10
      2.68384  2.11261e-10
      2.68402  2.37400e-10
      2.68420  2.54132e-10
      2.68438  2.56221e-10
      2.68456  2.92218e-10
      2.68474  3.29438e-10
      2.68492  3.20510e-10
      2.68510  2.90141e-10
      2.68528  2.82186e-10
      2.68546  3.11617e-10
      2.68565  3.42099e-10
      2.68583  3.52310e-10
      2.68601  3.68224e-10
      2.68619  3.69384e-10
      2.68637  3.36800e-10
      2.68655  2.99423e-10
      2.68673  2.81130e-10
      2.68691  2.96333e-10
      2.68709  3.27359e-10
      2.68727  3.80952e-10
      2.68745  4.98420e-10
      2.68763  5.93239e-10
      2.68781  5.99567e-10
      2.68799  6.40248e-10
      2.68817  7.13920e-10
      2.68835  7.49869e-10
      2.68853  8.01167e-10
      2.68871  8.90823e-10
      2.68889  9.72403e-10
      2.68908  1.01490e-09
      2.68926  1.02644e-09
      2.68944  1.03967e-09
      2.68962  1.03650e-09
      2.68980  9.86567e-10
      2.68998  9.17870e-10
      2.69016  8.46862e-10
      2.69034  7.76627e-10
      2.69052  7.04729e-10
      2.69070  6.35522e-10
      2.69088  6.13511e-10
      2.69107  5.96956e-10
      2.69125  5.21760e-10
      2.69143  4.68801e-10
      2.69161  4.77825e-10
      2.69179  4.96200e-10
      2.69197  5.02860e-10
      2.69215  5.16267e-10
      2.69233  5.50347e-10
      2.69251  5.84445e-10
      2.69270  5.95994e-10
      2.69288  5.94357e-10
      2.69306  5.93011e-10
      2.69324  5.94597e-10
      2.69342  5.95647e-10
      2.69360  5.94059e-10
      2.69378  5.73781e-10
      2.69397  5.17640e-10
      2.69415  4.47446e-10
      2.69433  4.12120e-10
      2.69451  4.12833e-10
      2.69469  3.78185e-10
      2.69487  3.16400e-10
      2.69505  2.66812e-10
      2.69524  2.50263e-10
      2.69542  2.50865e-10
      2.69560  2.42966e-10
      2.69578  2.83618e-10
      2.69596  3.84111e-10
      2.69614  4.37351e-10
      2.69633  4.50136e-10
      2.69651  4.92440e-10
      2.69669  5.45644e-10
      2.69687  5.83618e-10
      2.69705  6.02319e-10
      2.69724  6.15462e-10
      2.69742  6.11973e-10
      2.69760  5.49402e-10
      2.69778  4.65267e-10
      2.69796  4.14933e-10
      2.69814  3.81799e-10
      2.69833  3.25989e-10
      2.69851  2.49713e-10
      2.69869  2.32935e-10
      2.69887  2.70078e-10
      2.69906  2.73398e-10
      2.69924  2.63549e-10
      2.69942  2.79503e-10
      2.69960  2.90208e-10
      2.69978  2.92385e-10
      2.69997  3.02780e-10
      2.70015  3.15931e-10
      2.70033  3.20752e-10
      2.70051  2.99171e-10
      2.70070  2.86170e-10
      2.70088  3.22076e-10
      2.70106  3.92634e-10
      2.70124  4.80872e-10
      2.70143  5.65763e-10
      2.70161  6.01842e-10
      2.70179  5.92137e-10
      2.70197  5.81292e-10
      2.70215  5.60057e-10
      2.70234  5.35761e-10
      2.70252  5.52784e-10
      2.70270  5.78365e-10
      2.70289  5.41449e-10
      2.70307  4.93377e-10
      2.70325  4.75218e-10
      2.70343  4.61681e-10
      2.70362  4.32146e-10
      2.70380  3.82514e-10
      2.70398  3.14277e-10
      2.70416  2.76165e-10
      2.70435  3.32730e-10
      2.70453  4.49249e-10
      2.70471  5.39962e-10
      2.70490  5.95501e-10
      2.70508  6.96224e-10
      2.70526  8.75637e-10
      2.70544  9.86838e-10
      2.70563  1.01833e-09
      2.70581  1.04549e-09
      2.70599  9.64249e-10
      2.70618  7.74827e-10
      2.70636  6.17758e-10
      2.70654  5.47956e-10
      2.70673  5.47690e-10
      2.70691  5.03151e-10
      2.70709  4.18053e-10
      2.70728  3.68294e-10
      2.70746  3.39508e-10
      2.70764  3.25027e-10
      2.70783  3.37423e-10
      2.70801  3.46730e-10
      2.70819  3.36686e-10
      2.70838  3.30568e-10
      2.70856  3.40123e-10
      2.70874  3.71318e-10
      2.70893  4.07483e-10
      2.70911  4.47101e-10
      2.70929  5.02022e-10
      2.70948  5.33874e-10
      2.70966  5.03289e-10
      2.70984  4.50847e-10
      2.71003  4.01990e-10
      2.71021  3.46852e-10
      2.71039  3.09277e-10
      2.71058  3.11503e-10
      2.71076  3.53276e-10
      2.71095  3.87755e-10
      2.71113  3.95882e-10
      2.71131  4.39309e-10
      2.71150  4.98980e-10
      2.71168  5.19550e-10
      2.71186  4.89074e-10
      2.71205  4.43501e-10
      2.71223  4.39333e-10
      2.71242  4.57859e-10
      2.71260  4.47903e-10
      2.71278  4.38807e-10
      2.71297  4.44248e-10
      2.71315  4.54404e-10
      2.71334  4.39116e-10
      2.71352  3.87596e-10
      2.71370  3.19001e-10
      2.71389  2.47109e-10
      2.71407  1.90847e-10
      2.71426  1.89192e-10
      2.71444  2.28391e-10
      2.71463  2.67838e-10
      2.71481  3.53750e-10
      2.71499  4.70447e-10
      2.71518  4.95503e-10
      2.71536  5.09015e-10
      2.71555  5.79035e-10
      2.71573  5.57134e-10
      2.71592  4.83855e-10
      2.71610  4.45730e-10
      2.71628  4.10700e-10
      2.71647  3.65201e-10
      2.71665  3.30823e-10
      2.71684  2.99622e-10
      2.71702  2.71197e-10
      2.71721  2.69213e-10
      2.71739  2.80301e-10
      2.71758  2.74649e-10
      2.71776  2.53829e-10
      2.71795  2.28333e-10
      2.71813  2.10766e-10
      2.71831  2.03838e-10
      2.71850  2.18608e-10
      2.71868  2.85346e-10
      2.71887  3.87778e-10
      2.71905  4.69430e-10
      2.71924  5.60497e-10
      2.71942  6.64535e-10
      2.71961  7.21238e-10
      2.71979  7.54241e-10
      2.71998  8.30157e-10
      2.72016  9.12188e-10
      2.72035  9.60190e-10
      2.72053  9.44077e-10
      2.72072  8.50663e-10
      2.72090  7.42931e-10
      2.72109  7.19335e-10
      2.72127  6.96615e-10
      2.72146  6.11779e-10
      2.72164  5.27290e-10
      2.72183  4.77262e-10
      2.72201  4.76688e-10
      2.72220  4.97210e-10
      2.72238  5.23582e-10
      2.72257  5.79375e-10
      2.72276  6.26217e-10
      2.72294  6.48217e-10
      2.72313  7.41978e-10
      2.72331  8.93029e-10
      2.72350  9.76656e-10
      2.72368  9.88463e-10
      2.72387  9.43955e-10
      2.72405  8.35099e-10
      2.72424  7.04425e-10
      2.72442  6.29973e-10
      2.72461  6.46970e-10
      2.72480  6.81894e-10
      2.72498  6.53888e-10
      2.72517  5.97574e-10
      2.72535  5.48269e-10
      2.72554  5.13882e-10
      2.72572  5.14477e-10
      2.72591  5.56580e-10
      2.72610  5.88595e-10
      2.72628  6.04473e-10
      2.72647  6.15382e-10
      2.72665  6.27987e-10
      2.72684  6.40807e-10
      2.72702  6.43798e-10
      2.72721  6.20166e-10
      2.72740  5.71017e-10
      2.72758  4.99909e-10
      2.72777  4.46340e-10
      2.72795  4.44785e-10
      2.72814  4.65415e-10
      2.72833  4.93046e-10
      2.72851  5.20663e-10
      2.72870  5.72244e-10
      2.72889  6.65531e-10
      2.72907  7.58080e-10
      2.72926  8.07741e-10
      2.72944  8.13163e-10
      2.72963  8.04557e-10
      2.72982  7.88307e-10
      2.73000  7.41801e-10
      2.73019  7.26578e-10
      2.73038  7.72521e-10
      2.73056  7.94715e-10
      2.73075  7.96758e-10
      2.73093  8.08585e-10
      2.73112  7.94305e-10
      2.73131  7.42642e-10
      2.73149  6.71809e-10
      2.73168  6.05259e-10
      2.73187  5.46670e-10
      2.73205  4.87838e-10
      2.73224  4.35871e-10
      2.73243  3.99784e-10
      2.73261  3.82892e-10
      2.73280  3.77527e-10
      2.73299  3.77496e-10
      2.73317  3.71245e-10
      2.73336  3.52739e-10
      2.73355  3.64995e-10
      2.73373  4.15239e-10
      2.73392  4.72282e-10
      2.73411  5.29298e-10
      2.73429  5.85524e-10
      2.73448  6.46352e-10
      2.73467  6.90265e-10
      2.73486  6.91405e-10
      2.73504  6.80321e-10
      2.73523  6.74458e-10
      2.73542  6.74370e-10
      2.73560  6.58000e-10
      2.73579  6.31671e-10
      2.73598  6.43116e-10
      2.73617  6.61493e-10
      2.73635  6.30502e-10
      2.73654  5.74739e-10
      2.73673  5.16179e-10
      2.73691  4.67759e-10
      2.73710  4.32292e-10
      2.73729  3.94634e-10
      2.73748  3.46802e-10
      2.73766  3.15193e-10
      2.73785  3.18741e-10
      2.73804  3.54354e-10
      2.73823  4.06677e-10
      2.73841  4.45397e-10
      2.73860  4.45284e-10
      2.73879  4.24340e-10
      2.73898  4.36811e-10
      2.73916  4.36243e-10
      2.73935  3.92509e-10
      2.73954  3.84727e-10
      2.73973  3.96948e-10
      2.73991  3.78000e-10
      2.74010  3.78583e-10
      2.74029  3.99654e-10
      2.74048  3.89598e-10
      2.74066  3.71763e-10
      2.74085  3.74217e-10
      2.74104  3.81201e-10
      2.74123  3.86361e-10
      2.74142  3.93345e-10
      2.74160  4.18649e-10
      2.74179  4.70989e-10
      2.74198  5.38182e-10
      2.74217  5.84403e-10
      2.74236  5.78582e-10
      2.74254  5.85543e-10
      2.74273  5.90410e-10
      2.74292  5.31427e-10
      2.74311  4.67065e-10
      2.74330  4.27003e-10
      2.74348  3.68330e-10
      2.74367  3.37695e-10
      2.74386  3.85433e-10
      2.74405  4.58752e-10
      2.74424  5.29041e-10
      2.74443  5.98052e-10
      2.74461  6.91049e-10
      2.74480  7.95233e-10
      2.74499  8.56432e-10
      2.74518  8.46360e-10
      2.74537  8.01896e-10
      2.74556  8.01393e-10
      2.74574  8.69456e-10
      2.74593  9.63843e-10
      2.74612  1.05053e-09
      2.74631  1.07658e-09
      2.74650  9.83400e-10
      2.74669  8.55606e-10
      2.74688  7.71119e-10
      2.74706  6.85621e-10
      2.74725  5.98644e-10
      2.74744  5.44418e-10
      2.74763  5.17359e-10
      2.74782  5.32916e-10
      2.74801  6.17421e-10
      2.74820  7.04482e-10
      2.74839  7.41187e-10
      2.74857  7.42811e-10
      2.74876  7.14148e-10
      2.74895  6.65677e-10
      2.74914  6.39602e-10
      2.74933  6.49489e-10
      2.74952  6.56016e-10
      2.74971  6.75216e-10
      2.74990  7.03684e-10
      2.75009  6.39324e-10
      2.75028  5.28007e-10
      2.75046  5.21887e-10
      2.75065  5.21906e-10
      2.75084  4.68403e-10
      2.75103  3.79696e-10
      2.75122  3.14445e-10
      2.75141  3.10756e-10
      2.75160  3.49286e-10
      2.75179  4.49658e-10
      2.75198  6.41106e-10
      2.75217  7.84838e-10
      2.75236  8.43216e-10
      2.75255  9.82270e-10
      2.75274  1.19147e-09
      2.75292  1.35181e-09
      2.75311  1.39868e-09
      2.75330  1.36893e-09
      2.75349  1.36368e-09
      2.75368  1.36578e-09
      2.75387  1.36117e-09
      2.75406  1.35844e-09
      2.75425  1.28332e-09
      2.75444  1.12990e-09
      2.75463  1.00747e-09
      2.75482  9.03353e-10
      2.75501  7.34131e-10
      2.75520  5.43985e-10
      2.75539  4.28139e-10
      2.75558  4.58791e-10
      2.75577  5.73205e-10
      2.75596  6.66853e-10
      2.75615  6.68990e-10
      2.75634  6.30060e-10
      2.75653  6.51747e-10
      2.75672  7.42617e-10
      2.75691  8.80930e-10
      2.75710  1.03249e-09
      2.75729  1.20982e-09
      2.75748  1.41448e-09
      2.75767  1.56438e-09
      2.75786  1.63434e-09
      2.75805  1.63026e-09
      2.75824  1.55185e-09
      2.75843  1.46583e-09
      2.75862  1.47319e-09
      2.75881  1.39413e-09
      2.75900  1.12996e-09
      2.75919  9.21442e-10
      2.75938  7.78745e-10
      2.75957  6.25939e-10
      2.75976  5.21373e-10
      2.75995  4.66135e-10
      2.76014  3.79536e-10
      2.76033  3.15009e-10
      2.76052  3.30001e-10
      2.76072  3.71403e-10
      2.76091  3.87890e-10
      2.76110  3.65230e-10
      2.76129  3.77187e-10
      2.76148  4.49311e-10
      2.76167  5.47130e-10
      2.76186  6.34385e-10
      2.76205  6.85083e-10
      2.76224  7.05570e-10
      2.76243  7.49244e-10
      2.76262  8.71453e-10
      2.76281  1.02966e-09
      2.76300  1.13955e-09
      2.76319  1.19176e-09
      2.76339  1.17677e-09
      2.76358  1.07719e-09
      2.76377  9.65011e-10
      2.76396  8.16301e-10
      2.76415  5.95324e-10
      2.76434  5.06540e-10
      2.76453  5.60607e-10
      2.76472  5.20503e-10
      2.76491  4.73276e-10
      2.76510  5.43986e-10
      2.76530  6.05135e-10
      2.76549  6.62009e-10
      2.76568  7.87201e-10
      2.76587  8.69439e-10
      2.76606  8.67439e-10
      2.76625  8.71723e-10
      2.76644  9.09313e-10
      2.76663  9.46965e-10
      2.76683  9.72494e-10
      2.76702  1.00288e-09
      2.76721  1.04992e-09
      2.76740  1.09156e-09
      2.76759  1.12037e-09
      2.76778  1.15266e-09
      2.76797  1.11791e-09
      2.76817  9.77849e-10
      2.76836  8.44563e-10
      2.76855  7.76438e-10
      2.76874  7.66628e-10
      2.76893  7.45473e-10
      2.76912  6.78211e-10
      2.76932  6.15606e-10
      2.76951  6.10839e-10
      2.76970  6.63507e-10
      2.76989  7.03765e-10
      2.77008  6.92536e-10
      2.77027  6.62051e-10
      2.77047  6.41782e-10
      2.77066  6.43530e-10
      2.77085  6.73873e-10
      2.77104  7.13783e-10
      2.77123  7.46789e-10
      2.77143  7.87907e-10
      2.77162  8.33444e-10
      2.77181  8.64323e-10
      2.77200  8.64031e-10
      2.77219  8.22228e-10
      2.77239  7.83279e-10
      2.77258  7.75990e-10
      2.77277  7.84812e-10
      2.77296  7.29280e-10
      2.77316  6.35239e-10
      2.77335  5.78685e-10
      2.77354  5.27210e-10
      2.77373  4.88608e-10
      2.77393  5.13838e-10
      2.77412  5.58251e-10
      2.77431  5.83507e-10
      2.77450  6.27138e-10
      2.77469  7.20141e-10
      2.77489  8.73173e-10
      2.77508  9.88083e-10
      2.77527  1.04032e-09
      2.77546  1.16667e-09
      2.77566  1.37838e-09
      2.77585  1.57443e-09
      2.77604  1.58286e-09
      2.77624  1.52033e-09
      2.77643  1.63076e-09
      2.77662  1.73521e-09
      2.77681  1.75932e-09
      2.77701  1.88716e-09
      2.77720  2.07065e-09
      2.77739  2.22487e-09
      2.77758  2.35926e-09
      2.77778  2.49192e-09
      2.77797  2.65941e-09
      2.77816  2.74692e-09
      2.77836  2.62784e-09
      2.77855  2.37287e-09
      2.77874  2.14271e-09
      2.77894  2.00103e-09
      2.77913  1.78767e-09
      2.77932  1.48380e-09
      2.77952  1.21311e-09
      2.77971  1.06883e-09
      2.77990  1.05385e-09
      2.78009  1.07238e-09
      2.78029  1.04554e-09
      2.78048  9.53065e-10
      2.78067  8.35417e-10
      2.78087  7.13433e-10
      2.78106  6.02448e-10
      2.78125  5.01962e-10
      2.78145  4.22979e-10
      2.78164  3.96435e-10
      2.78183  4.03800e-10
      2.78203  4.33563e-10
      2.78222  4.98757e-10
      2.78242  6.05955e-10
      2.78261  7.44821e-10
      2.78280  8.48993e-10
      2.78300  8.99575e-10
      2.78319  9.28411e-10
      2.78338  9.38831e-10
      2.78358  9.37993e-10
      2.78377  1.00957e-09
      2.78396  1.13782e-09
      2.78416  1.21950e-09
      2.78435  1.21626e-09
      2.78455  1.16906e-09
      2.78474  1.17425e-09
      2.78493  1.14573e-09
      2.78513  9.92930e-10
      2.78532  8.19052e-10
      2.78552  6.83017e-10
      2.78571  5.81690e-10
      2.78590  4.99150e-10
      2.78610  4.44250e-10
      2.78629  4.36127e-10
      2.78649  4.48804e-10
      2.78668  4.54241e-10
      2.78687  4.64441e-10
      2.78707  4.86630e-10
      2.78726  5.22829e-10
      2.78746  5.36809e-10
      2.78765  5.03979e-10
      2.78784  4.31059e-10
      2.78804  3.66596e-10
      2.78823  3.58667e-10
      2.78843  4.23865e-10
      2.78862  5.03460e-10
      2.78882  5.26643e-10
      2.78901  5.33019e-10
      2.78921  5.48219e-10
      2.78940  5.39193e-10
      2.78959  5.26476e-10
      2.78979  5.43596e-10
      2.78998  5.84381e-10
      2.79018  6.42338e-10
      2.79037  7.03679e-10
      2.79057  7.20114e-10
      2.79076  6.79515e-10
      2.79096  6.11218e-10
